,Unnamed: 0,date,image_url,news_url,sentiment,source_name,text,tickers,title,topics,type
268,268,"Mon, 16 Nov 2020 04:27:05 -0500",https://cdn.snapi.dev/images/v1/k/0/asset-management20-7.jpg,https://www.insidermonkey.com/blog/top-10-stocks-billionaire-daniel-loeb-just-bought-890231/,Positive,Insider Monkey,"In this article we'll take a closer look at the Top 10 Stocks Billionaire Daniel Loeb Just Bought. If you're impatient to see the pinnacle of the list, you can skip ahead to the  Top 5 Stocks Billionaire Daniel Loeb Just Bought .","['CZR', 'AVTR', 'EXPE', 'FTV', 'GDRX', 'MSFT', 'PCG', 'PINS', 'PLNT', 'TDG']",Top 10 Stocks Billionaire Daniel Loeb Just Bought,[],Article
269,269,"Sun, 15 Nov 2020 16:01:09 -0500",https://cdn.snapi.dev/images/v1/s/q/106792998-1605137940467-gettyimages-1229583641-afp-8v27m8.jpeg,https://www.cnbc.com/2020/11/15/microsoft-looks-beyond-the-console-wars-with-new-xbox.html,Positive,CNBC,It appears that Sony has a stronger game lineup and will sell more consoles than Microsoft this holiday. That isn't necessarily a problem for Microsoft.,['MSFT'],Microsoft looks beyond the console wars as it releases new Xboxes alongside Sony's PS5,['product'],Article
270,270,"Fri, 13 Nov 2020 16:26:04 -0500",https://cdn.snapi.dev/images/v1/l/4/microsoft-6.jpg,https://pulse2.com/microsoft-msft-hires-christopher-young/,Neutral,Pulse2,Microsoft Corporation (NASDAQ: MSFT) recently announced it named Christopher Young as executive vice president of business development. The post Microsoft (MSFT) Hires Christopher Young As EVP Of Business Development appeared first on Pulse 2.0.,['MSFT'],Microsoft (MSFT) Hires Christopher Young As EVP Of Business Development,[],Article
271,271,"Fri, 13 Nov 2020 16:25:08 -0500",https://cdn.snapi.dev/images/v1/t/o/top-dividend-stocks-for-november.jpg,https://www.forbes.com/sites/qai/2020/11/13/top-dividend-stocks-for-november/,Positive,Forbes,"The election is finally over, and investors are euphoric about Pfizer and BioNTech's COVID vaccine candidate. As markets seem to see-saw based on sentiment, quality companies that pay solid dividends are always a great way to go.","['BMY', 'HD', 'MSFT', 'TGT', 'VZ', 'VZA', 'WMT']",Top Dividend Stocks For November,['dividend'],Article
272,272,"Fri, 13 Nov 2020 10:02:00 -0500",https://cdn.snapi.dev/images/v1/7/9/105980282-1561070902049gettyimages-1127698888.jpeg,https://www.zacks.com/stock/news/1101479/microsoft-msft-partners-with-bango-to-boost-xbox-subscriptions,Positive,Zacks Investment Research,Microsoft's (MSFT) collaboration with Bango is likely to enhance customer reach for its Xbox Game Pass Ultimate subscription amid the launch of next generation of Xbox video game consoles.,['MSFT'],Microsoft (MSFT) Partners with Bango to Boost Xbox Subscriptions,['product'],Article
273,273,"Fri, 13 Nov 2020 08:45:07 -0500",https://cdn.snapi.dev/images/v1/m/9/transcript47.jpg,https://seekingalpha.com/article/4388809-microsoft-corporation-msft-management-presents-jefferies-interactive-entertainment-virtual,Neutral,Seeking Alpha,Microsoft Corporation (MSFT) Management Presents at Jefferies Interactive Entertainment Virtual Conference (Transcript),['MSFT'],Microsoft Corporation (MSFT) Management Presents at Jefferies Interactive Entertainment Virtual Conference (Transcript),['CallScript'],Article
274,274,"Fri, 13 Nov 2020 07:15:00 -0500",https://cdn.snapi.dev/images/v1/k/b/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f6001652fretirementjpgw700opresize.jpg,https://www.fool.com/investing/2020/11/13/4-unexpected-stocks-winning-retirement-portfolio/,Positive,The Motley Fool,"Investors may want to look beyond the obvious picks to find reliable, consistent growth.","['LW', 'MSFT', 'PSA', 'SCI']",4 Unexpected Stocks for a Winning Retirement Portfolio,[],Article
275,275,"Fri, 13 Nov 2020 01:06:13 -0500",https://cdn.snapi.dev/images/v1/f/a/family-lock-up-back-to-back-thumbnail-768x604.jpg,https://www.geekwire.com/2020/series-x-launch-largest-xbox-history-microsoft-tries-meet-demand/,Neutral,GeekWire,Microsoft this week had its largest Xbox launch ever.,['MSFT'],Series X launch is ‘largest in Xbox history' as Microsoft tries to meet demand,['product'],Article
276,276,"Fri, 13 Nov 2020 00:09:54 -0500",https://cdn.snapi.dev/images/v1/z/a/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5534972fcompounding-wealth-moneyjpgw700opresize.jpg,https://seekingalpha.com/article/4388719-8-upcoming-dividend-increases-including-microsoft,Positive,Seeking Alpha,All stocks have at least five fiscal years of dividend growth history and come from the U.S. Dividend Champions List. An average increase of 4.97% and a median increase of 4.89%.,"['MSFT', 'BKH', 'CCOI', 'CMI', 'EVRG', 'HCSG', 'WHR']",8 Upcoming Dividend Increases Including Microsoft,['dividend'],Article
277,277,"Thu, 12 Nov 2020 15:20:30 -0500",https://cdn.snapi.dev/images/v1/n/5/sony-microsoft-xbox-playstation-e3jpgw612.jpg,https://www.gurufocus.com/news/1284585/sony-and-microsoft-struggle-with-new-console-demand,Neutral,GuruFocus,"Tech giants Sony Corp. (NYSE:SNE) and Microsoft Corp. (NASDAQ:MSFT) have released their competing, next generation consoles into a market where demand far exceeds supply.","['MSFT', 'SNE']",Sony and Microsoft Struggle With New Console Demand,['product'],Article
278,278,"Thu, 12 Nov 2020 15:15:46 -0500",https://cdn.snapi.dev/images/v1/1/6/160407-dna-768x513---4toyule7sc.jpg,https://www.geekwire.com/2020/microsoft-joins-new-industry-alliance-aimed-advancing-dna-data-storage-systems/,Positive,GeekWire,"Microsoft is teaming up with other companies to form an alliance to advance the field of DNA data storage, which promises to revolutionize the way vital records are kept for the long haul.",['MSFT'],Microsoft joins new industry alliance aimed at advancing DNA data storage systems,[],Article
279,279,"Thu, 12 Nov 2020 08:12:00 -0500",https://cdn.snapi.dev/images/v1/s/p/spso222.jpg,https://www.zacks.com/stock/news/1100701/videogames-sales-hit-new-high-in-q3-4-stocks-to-buy,Positive,Zacks Investment Research,"Microsoft (MSFT), Nintendo (NTDOY) and Activision Blizzard (ATVI) have sold a record number of videogames this year and are likely to be big gainers in the fourth quarter too.","['ATVI', 'GLUU', 'MSFT', 'NTDOY']",Videogames Sales Hit New High in Q3: 4 Stocks to Buy,['earnings'],Article
280,280,"Wed, 11 Nov 2020 16:10:35 -0500",https://cdn.snapi.dev/images/v1/m/q/tech-companies-will-continue-to-see-strong-results-strategist.jpg,https://www.youtube.com/watch?v=LVFMKDDgP9A,Positive,Yahoo Finance,"John Hancock Investment Strategist Matt Miskin discusses the tech sector and the stock market. #Techstocks #Tech #Investing For 2020 election results please visit: Election results: https://www.yahoo.com/elections Subscribe to Yahoo Finance: https://yhoo.it/2fGu5Bb About Yahoo Finance: At Yahoo Finance, you get free stock quotes, up-to-date news, portfolio management resources, international market data, social interaction and mortgage rates that help you manage your financial life.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'NFLX', 'TWTR', 'XLK']",Tech companies will continue to see strong results: Strategist,[],Video
281,281,"Wed, 11 Nov 2020 15:52:28 -0500",https://cdn.snapi.dev/images/v1/m/q/ps5-and-xbox-series-x-gaming-category-is-growing-across-demographics-analyst.jpg,https://www.youtube.com/watch?v=W2oVLv726VQ,Positive,Yahoo Finance,"Yahoo Finance's Zack Guzman and Dan Howley speak with Jefferies Analyst Brent Hill about PlayStation 5, Xbox Series X and what it means for the gaming sector. #PlayStation 5, #XboxSeriesX #Gamers For 2020 election results please visit: Election results: https://www.yahoo.com/elections Subscribe to Yahoo Finance: https://yhoo.it/2fGu5Bb About Yahoo Finance: At Yahoo Finance, you get free stock quotes, up-to-date news, portfolio management resources, international market data, social interaction and mortgage rates that help you manage your financial life.","['MSFT', 'SNE']",PS5 and Xbox Series X: Gaming category is growing across demographics: Analyst,['product'],Video
282,282,"Wed, 11 Nov 2020 14:51:48 -0500",https://cdn.snapi.dev/images/v1/1/x/data-internet27.jpg,https://www.gurufocus.com/news/1283223/diamond-hill-capital-trims-microsoft-alphabet-positions,Negative,GuruFocus,"Diamond Hill Capital (Trades, Portfolio) sold shares of the following stocks during the third quarter, which ended on Sept. 30.","['GOOG', 'GOOGL', 'MSFT']","Diamond Hill Capital Trims Microsoft, Alphabet Positions",[],Article
283,283,"Wed, 11 Nov 2020 12:34:13 -0500",https://cdn.snapi.dev/images/v1/s/n/xboxlogohero-56fd644f3df78c7d9ef9b343.jpg,https://www.investopedia.com/microsoft-msft-generates-buzz-with-new-xbox-releases-5087023,Positive,Investopedia,Microsoft (MSFT) has launched Xbox Series X and Series S to largely enthusiastic reviews.,['MSFT'],Microsoft (MSFT) Generates Buzz With New Xbox Releases,['product'],Article
284,284,"Wed, 11 Nov 2020 12:00:44 -0500",https://cdn.snapi.dev/images/v1/2/5/2584jpgwidth460quality85autoformatfitmaxsad7636a537c90b1bb5fb74505a7abfee.jpg,https://www.theguardian.com/games/2020/nov/11/xbox-phil-spencer-interview-microsoft-series-x,Positive,The Guardian,"As the Xbox Series X and Series S are released, Microsoft gaming chief Phil Spencer says the next games generation is all about how many players you have, not how many consoles you shift",['MSFT'],Xbox's Phil Spencer: 'We're not driven by how many consoles we sell',['product'],Article
285,285,"Wed, 11 Nov 2020 11:24:00 -0500",https://cdn.snapi.dev/images/v1/r/i/msftmsn-1-300x165.jpg,https://www.zacks.com/stock/news/1100311/microsoft-msft-next-generation-xbox-consoles-now-available,Negative,Zacks Investment Research,Microsoft (MSFT) releases the Xbox Series X and Series S consoles amid uptick in global gaming activity due to COVID-19 crisis.,['MSFT'],Microsoft (MSFT) Next-Generation Xbox Consoles Now Available,['product'],Article
286,286,"Tue, 10 Nov 2020 19:10:00 -0500",https://cdn.snapi.dev/images/v1/q/z/microsoft-22jpgw600.jpg,https://www.fool.com/investing/2020/11/10/microsoft-kicks-off-next-gen-cycle-with-xbox-serie/,Positive,The Motley Fool,The tech titan is delivering a different kind of next-gen.,['MSFT'],Microsoft Kicks Off Next-Gen Cycle With Xbox Series X and Series S Launch,['product'],Article
287,287,"Tue, 10 Nov 2020 19:01:18 -0500",https://cdn.snapi.dev/images/v1/m/q/microsoft-says-demand-incredibly-high-for-new-xbox-x-s.jpg,https://www.youtube.com/watch?v=_V2CeU0ntrY,Positive,Bloomberg Technology,"Nov.10 -- Phil Spencer, executive vice president of gaming at Microsoft Corp., discusses demand for the new Xbox Series X and S, and building consoles during the Covid-19 pandemic. He speaks with Emily Chang on ""Bloomberg Technology.",['MSFT'],"Microsoft Says Demand Incredibly High for New Xbox X, S",['product'],Video
288,288,"Tue, 10 Nov 2020 18:43:15 -0500",https://cdn.snapi.dev/images/v1/4/u/mico2.jpg,https://seekingalpha.com/article/4387808-get-ready-for-launch-microsoft,Positive,Seeking Alpha,The new Xbox is about to see its global debut. Microsoft has had a great half with many business lines seeing extra growth.,['MSFT'],Get Ready For The Launch With Microsoft,[],Article
289,289,"Tue, 10 Nov 2020 14:00:00 -0500",https://cdn.snapi.dev/images/v1/p/r/press13---gvul7jcrrm.jpg,https://www.prnewswire.com/news-releases/microsoft-and-the-open-data-institute-announce-an-education-open-data-challenge-to-help-close-the-digital-divide-301170152.html,Neutral,PRNewsWire,"LONDON and REDMOND, Wash., Nov. 10, 2020 /PRNewswire/ -- Microsoft and the Open Data Institute (ODI) announced today the launch of an Education Open Data Challenge to shine light on the relationship between broadband access and K-12 (ages 5 to 18 years old) education outcomes. In the wake...",['MSFT'],Microsoft and the Open Data Institute announce an Education Open Data Challenge to help close the digital divide,['PressRelease'],Article
290,290,"Tue, 10 Nov 2020 11:05:09 -0500",https://cdn.snapi.dev/images/v1/c/o/congressjpgw930.jpg,https://venturebeat.com/2020/11/10/microsoft-and-openai-propose-automating-u-s-tech-export-controls/,Neutral,VentureBeat,Microsoft and OpenAI propose using 'digital' approaches to previously manual means of controlling U.S. technology exports.,['MSFT'],Microsoft and OpenAI propose automating U.S. tech export controls,[],Article
291,291,"Tue, 10 Nov 2020 10:06:41 -0500",https://cdn.snapi.dev/images/v1/e/p/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5303442fmicrosoft-msftjpgw700opresize---qpb3eau8de.jpg,https://investorplace.com/2020/11/xbox-series-x-launch-key-takeaways-for-microsoft-msft-stock-investors/,Positive,InvestorPlace,Microsoft is kicking off the gaming console wars through the Xbox Series X launch today. Here is what it could mean for MSFT stock.,['MSFT'],Xbox Series X Launch: 3 Key Takeaways for Microsoft Stock Investors,['product'],Article
292,292,"Tue, 10 Nov 2020 10:02:44 -0500",https://cdn.snapi.dev/images/v1/b/8/40265432-l-740x416.jpg,https://invezz.com/news/2020/11/10/microsoft-stock-price-slips-lower-as-xbox-series-x-and-xbox-series-s-are-launched/,Negative,Invezz,"Microsoft Corp. (NASDAQ: MSFT) launched its two new models of Xbox today in an effort to cash in on the current gaming boom as many are still stuck at home due to the second wave of coronavirus.  Fundamental analysis: The console race heats up The new Xbox Series X, which Microsoft calls the most powerful console in the world, will be priced at $499.99, while the cheaper version Xbox Series S will retail at $299.99.",['MSFT'],Microsoft stock price slips lower as Xbox Series X and Xbox Series S are launched,['product'],Article
293,293,"Tue, 10 Nov 2020 09:41:36 -0500",https://cdn.snapi.dev/images/v1/t/h/these-are-the-9-dictionary-stocks-investors-should-hold-onto-as-the-reopening-trade-stages-a-comeback-fundstrat-says.jpg,https://www.businessinsider.com/the-9-dictionary-stocks-investors-should-hold-onto-fundstrat-says-2020-11,Positive,Business Insider,"Throughout the COVID-19 pandemic, Fundstrat's Tom Lee has advised clients to buy the ""epicenter"" stocks in anticipation of a successful vaccine being developed. ""Epicenter"" stocks are those that were most harmed by the onset of the pandemic and are now set to benefit from the reopening of the economy. These include airlines, casinos, restaurants and so on. ","['AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'NFLX', 'PTON', 'SNAP', 'WORK', 'ZM']","These are the 9 'dictionary' stocks investors should hold onto as the reopening trade stages a comeback, Fundstrat says",[],Article
294,294,"Tue, 10 Nov 2020 08:04:00 -0500",https://cdn.snapi.dev/images/v1/q/v/biotech20.jpg,https://www.zacks.com/stock/news/1099363/5-blue-chip-stocks-to-buy-on-coronavirus-vaccine-hope,Positive,Zacks Investment Research,"A COVID-19 vaccine likely to benefit the Dow the most as it is more inclined toward cyclical stocks. Five among these are NIKE (NKE), Dow (DOW), The Procter & Gamble (PG), 3M (MMM) and Microsoft (MSFT).","['DOW', 'MMM', 'MSFT', 'NKE', 'PG']",5 Blue-Chip Stocks to Buy on Coronavirus Vaccine Hope,[],Article
295,295,"Tue, 10 Nov 2020 00:17:00 -0500",https://cdn.snapi.dev/images/v1/8/1/m02d20201110t2i1540647155w940fhfwllplsqrlynxmpega90be.jpg,https://www.reuters.com/article/us-microsoft-xbox/microsoft-launches-next-generation-xbox-gaming-consoles-amid-pandemic-driven-demand-idUSKBN27Q0IP,Positive,Reuters,"Microsoft Corp on Tuesday launched two models of its Xbox gaming console, seven years after the debut of the previous version, to capture a pandemic-driven boom in consumer spending on games.",['MSFT'],Microsoft launches next-generation Xbox gaming consoles amid pandemic-driven demand,['product'],Article
296,296,"Mon, 09 Nov 2020 16:25:13 -0500",https://cdn.snapi.dev/images/v1/w/a/oil9---bj3axverze.jpg,https://investorplace.com/2020/11/best-sectors-of-2020-worst-sectors-of-2020/,Neutral,InvestorPlace,"With 2020 coming to a close, now makes for a great time to talk about which sectors (and stocks) have outperformed and which have underperformed so far. The post The Best Sectors of 2020 (and the Worst) appeared first on InvestorPlace.","['CVX', 'MSFT', 'NOW', 'VLO', 'XOM', 'ZM']",The Best Sectors of 2020 (and the Worst),[],Article
297,297,"Mon, 09 Nov 2020 16:06:40 -0500",https://cdn.snapi.dev/images/v1/t/o/top-trending-stocks-this-week-as-markets-set-on-post-election-hot-streak.jpg,https://www.forbes.com/sites/qai/2020/11/09/top-trending-stocks-this-week-as-markets-set-on-post-election-hot-streak/,Positive,Forbes,"Last week stocks experienced a scorching hot election week rally. Stocks witnessed their best weekly gains since April, and their best election week performance since 1932.","['DISH', 'MSFT', 'NFLX']",Top Trending Stocks This Week As Markets Set On Post-Election Hot Streak,['Political'],Article
298,298,"Mon, 09 Nov 2020 13:30:09 -0500",https://cdn.snapi.dev/images/v1/v/e/azure1.jpg,https://thedogofwallstreet.com/msft/why-microsoft-may-be-the-winner-of-the-cloud-wars,Positive,The Dog of Wall Street,"Today's Microsoft continues to regain trust amongst technology professionals, as it embraces the open-source solutions and puts in substantial efforts developing new products and services.",['MSFT'],Why Microsoft may be the winner of the cloud wars,[],Article
299,299,"Mon, 09 Nov 2020 13:18:00 -0500",https://cdn.snapi.dev/images/v1/w/1/im-257273width620size1420643729189789.jpg,https://www.marketwatch.com/story/as-apple-releases-its-new-line-of-macs-the-biggest-beneficiary-may-be-microsoft-11604945899,Positive,Market Watch,"Apple's transition from Intel to its new Arm-based silicon is almost certain to be a challenging transition. Microsoft, with the Surface, is aiming to build a true competitor to the Mac.","['AAPL', 'MSFT']","As Apple releases its new line of Macs, the biggest beneficiary may be Microsoft",['paywall'],Article
300,300,"Mon, 09 Nov 2020 13:06:00 -0500",https://cdn.snapi.dev/images/v1/2/m/stocks-to-trade-in-october.jpg,https://www.zacks.com/stock/news/1099120/how-does-a-biden-victory-affect-big-tech,Neutral,Zacks Investment Research,There are both positives and negatives but tech companies will likely do just fine.,"['AAPL', 'AMAT', 'BABA', 'FB', 'GOOGL', 'LRCX', 'MSFT', 'TWTR']",How Does A Biden Victory Affect Big Tech?,['Political'],Article
301,301,"Mon, 09 Nov 2020 11:22:04 -0500",https://cdn.snapi.dev/images/v1/1/0/105940458-1559231679482img-5187---mgxgynueyi.jpg,https://www.businessinsider.com/tech-stock-market-outlook-forecast-bullish-under-divided-government-wedbush-2020-11,Positive,Business Insider,"A Joe Biden-led White House and Republican Senate is the ""Goldilocks election outcome"" that will send technology stocks higher into year-end 2020, according to Wedbush. In a Monday note, a team of analysts led by Dan Ives said that tech stocks could rally another 10%-15% by the year end, with FAANG stocks, cloud software stocks, and cyber security names leading the way. ","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'TWTR']","Why mega-cap tech stocks could rally another 15% by year-end under a Biden-helmed split government, according to Wedbush",['Political'],Article
302,302,"Mon, 09 Nov 2020 11:05:06 -0500",https://cdn.snapi.dev/images/v1/y/y/yyhh54.jpg,https://investorplace.com/2020/11/7-dow-jones-stocks-to-buy-for-the-post-election-surge/,Positive,InvestorPlace,Dow Jones stocks are surging after the U.S. election. Here are seven stocks in the group that are doing particularly well.,"['AAPL', 'CRM', 'DIS', 'HD', 'MSFT', 'UNH', 'V']",7 Dow Jones Stocks to Buy for the Post-Election Surge,['Political'],Article
303,303,"Mon, 09 Nov 2020 10:55:00 -0500",https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5998212fxbox-series-xjpgw700opresize.jpg,https://www.fool.com/investing/2020/11/09/will-microsofts-xbox-finally-take-market-share-fro/,Neutral,The Motley Fool,"Xbox has never been big in Japan, but Microsoft could be making some big moves.","['MSFT', 'SNE']",Will Microsoft's Xbox Finally Take Market Share from Sony's PlayStation in Japan?,['product'],Article
304,304,"Mon, 09 Nov 2020 08:18:06 -0500",https://cdn.snapi.dev/images/v1/k/y/image-xboxsxcompare-5a0ea9da47c2660037e61425.jpg,https://www.investopedia.com/microsoft-msft-to-launch-xbox-series-x-and-series-s-5086525,Positive,Investopedia,"Microsoft (MSFT) will unveil its new Xbox Series X and Series S gaming systems via a livestream event on Tuesday, Nov. 10, 2020.",['MSFT'],Microsoft (MSFT) to Launch Xbox Series X and Series S,['product'],Article
305,305,"Sun, 08 Nov 2020 15:35:47 -0500",https://cdn.snapi.dev/images/v1/u/y/business-services5---oark0hipep.jpg,https://www.insidermonkey.com/blog/5-stocks-that-could-massively-grow-their-dividends-in-2021-and-beyond-889212/,Positive,Insider Monkey,"Peter Simmie's Bristol Gate Capital Partners is a Toronto, Canada-based hedge fund that invests primarily in dividend stocks. Bristol Gate uses both machine learning and fundamental analysis tools to uncover stocks with strong dividend growth prospects. The firm, which was founded in 2006 by Mr. Simmie, who currently serves as its Chief Investment Officer, believes that by focusing on a concentrated portfolio of stocks with strong dividend growth potential over the coming 12 months, it can build a portfolio that will beat the market over the long-term while limiting downside risk.","['MCO', 'ATVI', 'CME', 'DG', 'MSFT']",5 Stocks That Could Massively Grow Their Dividends in 2021 and Beyond,['dividend'],Article
306,306,"Sun, 08 Nov 2020 13:14:00 -0500",https://cdn.snapi.dev/images/v1/a/i/105773498-1551719029021rtx6otj8.jpg,https://www.fool.com/investing/2020/11/08/how-microsofts-planned-75-billion-acquisition-of-z/,Positive,The Motley Fool,A pricey acquisition is setting the groundwork for more Xbox exclusives.,['MSFT'],How Microsoft's Planned $7.5 Billion Acquisition of ZeniMax Will Strengthen Its Xbox Business,"['manda', 'product']",Article
307,307,"Sat, 07 Nov 2020 15:04:21 -0500",https://cdn.snapi.dev/images/v1/d/j/mw-fq536-micros-20170718201757-zh.jpg,https://seekingalpha.com/article/4386380-microsoft-this-be-problem,Negative,Seeking Alpha,"Weak guidance for quarterly revenue shows that Microsoft is not as immune to the COVID-19 economic environment as many investors originally thought. Share prices are falling even after Microsoft posted better than expected results for the first-quarter reporting period, showing investors are focused on year-end trends as a more meaningful performance indicator.",['MSFT'],Microsoft: This Could Be A Problem,[],Article
308,308,"Sat, 07 Nov 2020 11:44:00 -0500",https://cdn.snapi.dev/images/v1/b/i/biden-gettyimages-1229462073.jpg,https://www.cnet.com/news/biden-wins-heres-what-it-means-for-tech/,Neutral,CNET,The 2020 presidential race is over. Here's what it will mean for the biggest tech issues of the day.,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'TWTR']",Biden wins: Here's what it means for tech,['Political'],Article
309,309,"Sat, 07 Nov 2020 08:00:09 -0500",https://cdn.snapi.dev/images/v1/e/w/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5954142fvideo-game-online-gettyjpegw700opresize.jpg,https://www.investors.com/news/nvidia-stock-breaks-out-microsoft-amd-buy-points/,Positive,Investors Business Daily,"Your stocks to watch this week include tech giants Microsoft and AMD, offering multiple buy points. Nvidia stock broke out Friday after clearing an early entry.","['MSFT', 'NVDA']",Nvidia Breaks Out After Early Entry; Microsoft Leads Tech Giants Offering Multiple Buy Points,[],Article
310,310,"Fri, 06 Nov 2020 17:34:00 -0500",https://cdn.snapi.dev/images/v1/0/r/m02d20201106t2i1540314626w940fhfwllplsqrlynxmpega51tq.jpg,https://www.reuters.com/article/us-usa-election-markets-tax-analysis/analysis-high-flying-u-s-tech-stocks-get-post-election-lift-near-new-highs-idUSKBN27M2X5,Positive,Reuters,"A weaker-than-expected election performance by Democrats and fears of new coronavirus restrictions have prompted investors to double down on high-flying technology stocks, which have come roaring back in recent days to put the Nasdaq within striking distance of a record.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']","Analysis: High-flying U.S. tech stocks get post-election lift, near new highs",['Political'],Article
311,311,"Fri, 06 Nov 2020 17:04:00 -0500",https://cdn.snapi.dev/images/v1/t/v/computer-electronic35.jpg,https://www.zacks.com/stock/news/1098406/tech-leadership-reflects-earnings-power,Positive,Zacks Investment Research,"These companies may not be monopolies, in the legacy legal sense, but they are nevertheless as sustainably profitable as if they were the Standard Oil of the past.","['AAPL', 'AMZN', 'FB', 'GOOGL', 'MSFT', 'GOOG']",Tech Leadership Reflects Earnings Power,['earnings'],Article
312,312,"Fri, 06 Nov 2020 16:02:13 -0500",https://cdn.snapi.dev/images/v1/o/s/nvidia-amazon-google-next-in-line-for-stock-split.jpg,https://www.youtube.com/watch?v=JTg-BGKgCPo,Positive,Investors Business Daily,"Stocks close strong, cap huge weekly gains on election results; Nvidia breaks out, Microsoft near buy point. Investor's Business Daily has been helping people invest smarter results by providing exclusive stock lists, investing data, stock market research, education and the latest financial and business news to help investors make more money in the stock market.","['NVDA', 'MSFT']","Stocks Close Strong, Cap Huge Weekly Gains On Election Results; Nvidia Breaks Out, Microsoft Sets Up","['tanalysis', 'Political']",Video
313,313,"Fri, 06 Nov 2020 12:59:36 -0500",https://cdn.snapi.dev/images/v1/i/m/im-243366width620size15005861664712778---qini05nggp.jpg,https://techcrunch.com/2020/11/06/europe-urges-ecommerce-platforms-to-share-data-in-fight-against-coronavirus-scams/,Neutral,TechCrunch,European lawmakers are pressing major ecommerce and media platforms to share more data with each other as a tool to fight rogue traders who are targeting consumers with coronavirus scams.,"['AMZN', 'BABA', 'EBAY', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'RKUNY', 'VZ', 'VZA']",Europe urges ecommerce platforms to share data in fight against coronavirus scams,[],Article
314,314,"Fri, 06 Nov 2020 10:04:15 -0500",https://cdn.snapi.dev/images/v1/l/t/software44.jpg,https://www.gurufocus.com/news/1278612/3-high-return-on-equity-ratio-stock-picks-to-consider,Positive,GuruFocus,"When a company's return on equity (ROE) ratio outperforms the majority of its competitors, it usually implies that the company has been better than others in producing net profits.","['ADBE', 'MSFT', 'WMT']",3 High Return on Equity Ratio Stock Picks to Consider,[],Article
315,315,"Fri, 06 Nov 2020 08:37:45 -0500",https://cdn.snapi.dev/images/v1/m/q/leon-cooperman-tech-stocks-are-not-cheap-but-theyre-not-irrationally-priced.jpg,https://www.youtube.com/watch?v=WbGxaSXrdyY,Positive,CNBC Television,""" I would say if you look at interest rates and you look at the growth rates of these companies, they're not irrationally priced,"" Lee Cooperman, chairman and CEO of Omega Family Office, said Friday on tech stock valuations. ""They're not cheap, but they're not irrationally priced… If you apply today's interest rates against these companies growth rates, they're not expensive.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']","Leon Cooperman: Tech stocks are not cheap, but they're not irrationally priced",[],Video
316,316,"Fri, 06 Nov 2020 08:05:36 -0500",https://cdn.snapi.dev/images/v1/2/0/201021095256-amazon-offices-seattle-file-super-169.jpg,https://www.cnn.com/2020/11/06/investing/premarket-stocks-trading/index.html,Positive,CNN Business,"It's been a good week to own shares of Amazon, Microsoft and Apple.","['AAPL', 'AMZN', 'MSFT']",Has Big Tech locked in two more years of dominance?,[],Article
317,317,"Thu, 05 Nov 2020 18:57:38 -0500",https://cdn.snapi.dev/images/v1/m/q/jim-cramer-facebook-apple-amazon-and-microsoft-are-the-fort-knoxes-of-our-era.jpg,https://www.youtube.com/watch?v=kHMi6p0TzfE,Positive,CNBC Television,"""These stocks are the new repositories of wealth,"" the ""Mad Money"" host said.","['AAPL', 'AMZN', 'FB', 'MSFT']","Jim Cramer: Facebook, Apple, Amazon and Microsoft are the 'Fort Knoxes of our era","['cramer', 'madmoney']",Video
318,318,"Thu, 05 Nov 2020 14:52:01 -0500",https://cdn.snapi.dev/images/v1/k/x/nyse-2-v8uhh9xlqu.jpg,https://investorplace.com/2020/11/7-augmented-reality-stocks-to-buy-now-for-the-future/,Positive,InvestorPlace,"For future gains, look to augmented reality stocks, whether in hardware, software or chip-making, as AR is projected to see rapid growth. The post 7 Augmented Reality Stocks To Buy Now For The Future appeared first on InvestorPlace.","['AAPL', 'ADSK', 'GOOGL', 'MSFT', 'QCOM', 'SNAP', 'ETSY', 'GOOG']",7 Augmented Reality Stocks To Buy Now For The Future,[],Article
319,319,"Thu, 05 Nov 2020 13:41:30 -0500",https://cdn.snapi.dev/images/v1/n/q/012-microsoft-surface-laptop-2.jpg,https://seekingalpha.com/article/4385379-massive-options-bets-suggest-long-term-upside-for-microsoft,Positive,Seeking Alpha,Microsoft reported much better than expected quarterly results. Its cloud unit is the expected driver of strong revenue and earnings growth in the future.,['MSFT'],Massive Options Bets Suggest Long-Term Upside For Microsoft,[],Article
